"providedScientificName","matchRemark","taxonId","acceptedTaxonId","parentTaxonId","scientificName","canonicalName","authorship","status","acceptedScientificName","classification","kingdom","phylum","class","order","family","genus"
"Abarema zollerana","","","","","","","","","","","","","","","",""
"Acacia abyssinica","","9JPFZ","BTFTB","BTFTB","Acacia abyssinica sens. Brenan","Acacia abyssinica","sens. Brenan","misapplied","Vachellia sieberiana var. woodii (Burtt Davy) Kyal. & Boatwr.","VARIETY:Vachellia sieberiana var. woodii (Burtt Davy) Kyal. & Boatwr.|SPECIES:Vachellia sieberiana (DC.) Kyal. & Boatwr.|GENUS:Vachellia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Vachellia"
"Acacia acanthoclada","","BSGH3","BSGH3","9JGMY","Acacia acanthoclada F.Muell.","Acacia acanthoclada","F.Muell.","accepted","Acacia acanthoclada F.Muell.","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia acatlensis","","8NQ4","BT4JP","BT4JP","Acacia acatlensis Benth.","Acacia acatlensis","Benth.","synonym","Mariosousa acatlensis (Benth.) Seigler & Ebinger","SPECIES:Mariosousa acatlensis (Benth.) Seigler & Ebinger|GENUS:Mariosousa|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mariosousa"
"Acacia acinacea","","BSJCN","BSJCN","9JGMY","Acacia acinacea Lindl.","Acacia acinacea","Lindl.","accepted","Acacia acinacea Lindl.","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia acoma","","BSJCQ","BSJCQ","9JGMY","Acacia acoma Maslin","Acacia acoma","Maslin","accepted","Acacia acoma Maslin","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia acradenia","","BSGH4","BSGH4","BYZSL","Acacia acradenia F.Muell.","Acacia acradenia","F.Muell.","accepted","Acacia acradenia F.Muell.","SECTION BOTANY:sect. Juliflorae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia acrionastes","","BSJCR","BSJCR","9JGMY","Acacia acrionastes Pedley","Acacia acrionastes","Pedley","accepted","Acacia acrionastes Pedley","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia acuaria","","BSJCS","BSJCS","9JGMY","Acacia acuaria W.Fitzg.","Acacia acuaria","W.Fitzg.","accepted","Acacia acuaria W.Fitzg.","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia aculeatissima","","BSJCT","BSJCT","9JGMY","Acacia aculeatissima J.F.Macbr.","Acacia aculeatissima","J.F.Macbr.","accepted","Acacia aculeatissima J.F.Macbr.","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia acuminata","","BSJCX","BSJCX","BYZSL","Acacia acuminata Benth.","Acacia acuminata","Benth.","accepted","Acacia acuminata Benth.","SECTION BOTANY:sect. Juliflorae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia adenocalyx","","BSRNW","BSKSB","BSKSB","Acacia adenocalyx Brenan & Exell","Acacia adenocalyx","Brenan & Exell","synonym","Senegalia adenocalyx (Brenan & Exell) Kyal. & Boatwr.","SPECIES:Senegalia adenocalyx (Brenan & Exell) Kyal. & Boatwr.|SECTION BOTANY:Monacanthea sect. Monacanthea pro parte|GENUS:Senegalia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Senegalia"
"Acacia adoxa","","BSGH6","BSGH6","BYZSQ","Acacia adoxa Pedley","Acacia adoxa","Pedley","accepted","Acacia adoxa Pedley","SECTION BOTANY:sect. Lycopodiifoliae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia adsurgens","","BSGH7","BSGH7","BYZSL","Acacia adsurgens Maiden & Blakely","Acacia adsurgens","Maiden & Blakely","accepted","Acacia adsurgens Maiden & Blakely","SECTION BOTANY:sect. Juliflorae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia adunca","","BSJD6","BSJD6","9JGMY","Acacia adunca A.Cunn. ex G.Don","Acacia adunca","A.Cunn. ex G.Don","accepted","Acacia adunca A.Cunn. ex G.Don","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia aestivalis","","BSJDC","BSJDC","9JGMY","Acacia aestivalis E.Pritz.","Acacia aestivalis","E.Pritz.","accepted","Acacia aestivalis E.Pritz.","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia albicorticata","","BSRNZ","BTCBT","BTCBT","Acacia albicorticata Burkart","Acacia albicorticata","Burkart","synonym","Vachellia albicorticata (Burkart) Seigler & Ebinger","SPECIES:Vachellia albicorticata (Burkart) Seigler & Ebinger|GENUS:Vachellia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Vachellia"
"Acacia allenii","","BSHH3","BTCBV","BTCBV","Acacia allenii D.H.Janzen","Acacia allenii","D.H.Janzen","synonym","Vachellia allenii (D.H.Janzen) Seigler & Ebinger","SPECIES:Vachellia allenii (D.H.Janzen) Seigler & Ebinger|GENUS:Vachellia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Vachellia"
"Acacia alpina","","BSJDJ","BSJDJ","BYZSL","Acacia alpina F.Muell.","Acacia alpina","F.Muell.","accepted","Acacia alpina F.Muell.","SECTION BOTANY:sect. Juliflorae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia ampliceps","","BSGHD","BSGHD","9JGMY","Acacia ampliceps Maslin","Acacia ampliceps","Maslin","accepted","Acacia ampliceps Maslin","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia amythethophylla","","BSRP8","7F985","7F985","Acacia amythethophylla Steud. ex A.Rich.","Acacia amythethophylla","Steud. ex A.Rich.","synonym","Vachellia amythethophylla (Steud. ex A.Rich) Kyal. & Boatwr.","SPECIES:Vachellia amythethophylla (Steud. ex A.Rich) Kyal. & Boatwr.|GENUS:Vachellia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Vachellia"
"Acacia anaticeps","","BSJF2","BSJF2","BYZTL","Acacia anaticeps Tindale","Acacia anaticeps","Tindale","accepted","Acacia anaticeps Tindale","SECTION BOTANY:sect. Plurinerves|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia ancistrocarpa","","BSJF5","BSJF5","BYZSL","Acacia ancistrocarpa Maiden & Blakely","Acacia ancistrocarpa","Maiden & Blakely","accepted","Acacia ancistrocarpa Maiden & Blakely","SECTION BOTANY:sect. Juliflorae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia ancistrophylla","","BSJF6","BSJF6","BYZTL","Acacia ancistrophylla C.R.P.Andrews","Acacia ancistrophylla","C.R.P.Andrews","accepted","Acacia ancistrophylla C.R.P.Andrews","SECTION BOTANY:sect. Plurinerves|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia andrewsii","","BSGHG","BSGHG","9JGMY","Acacia andrewsii W.Fitzg.","Acacia andrewsii","W.Fitzg.","accepted","Acacia andrewsii W.Fitzg.","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia aneura","","BSJF7","BSJF7","BYZSL","Acacia aneura F.Muell. ex Benth.","Acacia aneura","F.Muell. ex Benth.","accepted","Acacia aneura F.Muell. ex Benth.","SECTION BOTANY:sect. Juliflorae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia angustissima","","BSJFG","BSGS6","BSGS6","Acacia angustissima (Mill.) Kuntze","Acacia angustissima","(Mill.) Kuntze","synonym","Acaciella angustissima (Mill.) Britton & Rose","SPECIES:Acaciella angustissima (Mill.) Britton & Rose|GENUS:Acaciella|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acaciella"
"Acacia anisophylla","","BSRPD","BT8Z6","BT8Z6","Acacia anisophylla S.Watson","Acacia anisophylla","S.Watson","synonym","Senegalia anisophylla (S.Watson) Britton & Rose","SPECIES:Senegalia anisophylla (S.Watson) Britton & Rose|SECTION BOTANY:Monacanthea sect. Monacanthea pro parte|GENUS:Senegalia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Senegalia"
"Acacia aphylla","","BSGHK","BSGHK","BYZRT","Acacia aphylla Maslin","Acacia aphylla","Maslin","accepted","Acacia aphylla Maslin","SECTION BOTANY:sect. Alatae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia aprica","","BSJFM","BSJFM","BYZSL","Acacia aprica Maslin & A.R.Chapm.","Acacia aprica","Maslin & A.R.Chapm.","accepted","Acacia aprica Maslin & A.R.Chapm.","SECTION BOTANY:sect. Juliflorae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia araneosa","","BSJFR","BSJFR","9JGMY","Acacia araneosa Whibley","Acacia araneosa","Whibley","accepted","Acacia araneosa Whibley","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia argyraea","","BSJG2","BSJG2","BYZSL","Acacia argyraea Tindale","Acacia argyraea","Tindale","accepted","Acacia argyraea Tindale","SECTION BOTANY:sect. Juliflorae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia argyrophylla","","BSJG3","BSJG3","9JGMY","Acacia argyrophylla Hook.","Acacia argyrophylla","Hook.","accepted","Acacia argyrophylla Hook.","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia asak","","BSRPL","BT8Z9","BT8Z9","Acacia asak (Forssk.) Willd.","Acacia asak","(Forssk.) Willd.","synonym","Senegalia asak (Forssk.) Kyal. & Boatwr.","SPECIES:Senegalia asak (Forssk.) Kyal. & Boatwr.|SECTION BOTANY:sect. Senegalia|GENUS:Senegalia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Senegalia"
"Acacia ascendens","","BSJGD","BSJGD","BYZTL","Acacia ascendens Maslin","Acacia ascendens","Maslin","accepted","Acacia ascendens Maslin","SECTION BOTANY:sect. Plurinerves|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia ashbyae","","BSJGG","BSJGG","9JGMY","Acacia ashbyae Maslin","Acacia ashbyae","Maslin","accepted","Acacia ashbyae Maslin","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia asparagoides","","BSJGH","BSJGH","9JGMY","Acacia asparagoides A.Cunn.","Acacia asparagoides","A.Cunn.","accepted","Acacia asparagoides A.Cunn.","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia asperulacea","","BSGHR","BSGHR","BYZSQ","Acacia asperulacea F.Muell.","Acacia asperulacea","F.Muell.","accepted","Acacia asperulacea F.Muell.","SECTION BOTANY:sect. Lycopodiifoliae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia assimilis","","BSJGJ","BSJGJ","BYZTL","Acacia assimilis S.Moore","Acacia assimilis","S.Moore","accepted","Acacia assimilis S.Moore","SECTION BOTANY:sect. Plurinerves|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia ataxacantha","","9JPH4","BTFCC","BTFCC","Acacia ataxacantha sens. Micheli","Acacia ataxacantha","sens. Micheli","misapplied","Senegalia polyacantha subsp. campylacantha (Hochst. ex A.Rich.) Kyal. & Boatwr.","SUBSPECIES:Senegalia polyacantha subsp. campylacantha (Hochst. ex A.Rich.) Kyal. & Boatwr.|SPECIES:Senegalia polyacantha (Willd.) Seigler & Ebinger|SECTION BOTANY:sect. Senegalia|GENUS:Senegalia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Senegalia"
"Acacia attenuata","","8NTZ","8NTZ","9JGMY","Acacia attenuata Maiden & Blakely","Acacia attenuata","Maiden & Blakely","accepted","Acacia attenuata Maiden & Blakely","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia aulacocarpa","","BSGHV","BSGHV","BYZSL","Acacia aulacocarpa A.Cunn. ex Benth.","Acacia aulacocarpa","A.Cunn. ex Benth.","accepted","Acacia aulacocarpa A.Cunn. ex Benth.","SECTION BOTANY:sect. Juliflorae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia aulacophylla","","BSJGP","BSJGP","BYZTL","Acacia aulacophylla R.S.Cowan & Maslin","Acacia aulacophylla","R.S.Cowan & Maslin","accepted","Acacia aulacophylla R.S.Cowan & Maslin","SECTION BOTANY:sect. Plurinerves|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia auratiflora","","BSGHW","BSGHW","BYZTL","Acacia auratiflora R.S.Cowan & Maslin","Acacia auratiflora","R.S.Cowan & Maslin","accepted","Acacia auratiflora R.S.Cowan & Maslin","SECTION BOTANY:sect. Plurinerves|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia auriculiformis","","BSG27","BSG27","BYZSL","Acacia auriculiformis A.Cunn. ex Benth.","Acacia auriculiformis","A.Cunn. ex Benth.","accepted","Acacia auriculiformis A.Cunn. ex Benth.","SECTION BOTANY:sect. Juliflorae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia ausfeldii","","BSJGV","BSJGV","9JGMY","Acacia ausfeldii Regel","Acacia ausfeldii","Regel","accepted","Acacia ausfeldii Regel","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
